,Latitude,Longitude
1,45.395731193992646,-72.00802341670878
2,45.40205474172342,-71.92093627518544
3,45.4088953722013,-71.8774870815847
4,45.41250142324532,-71.86203924084798
5,45.40919316847949,-71.87748001045489
6,45.4132497941224,-71.86268049082092
7,45.412925236168725,-71.86265483700504
8,45.39575302536275,-72.00774293126855
9,45.40220797431683,-71.92092213923792
10,45.40238972790134,-71.92092602305769
11,45.395787248795074,-72.0060252618459
12,45.40254868130599,-71.92091315711346
13,45.41541439430106,-71.8839261129433
14,45.41307340773,-71.86267832299201
15,45.41264499276672,-71.86265240837427
16,45.41280279979615,-71.86264703073111
17,45.41589361165217,-71.88367975143954
18,45.415946844108014,-71.88427991857517
19,45.415946844108014,-71.88427991857517
20,45.40271754582755,-71.92091468034904
21,45.40287755898034,-71.92091485501344
22,45.403446270280234,-71.92143554482873
23,45.39578887650327,-72.00571389150579
24,45.399857933330395,-72.00372862951397
25,45.40532891217389,-71.92030309482907
26,45.4163325855431,-71.88403289406091
27,45.42215164787663,-71.86380906417394
28,45.342848974868176,-72.04296218070809
29,45.394714183596264,-71.82539672748628
30,45.40468271801403,-71.8376959471322
31,45.40997571373016,-71.83198543487393
32,45.409406782336596,-71.82646522843541
33,45.4477706253444,-71.82941244064732
34,45.4146523895745,-71.82615228517487
35,45.3711861095798,-72.05686492792891
36,45.40630441658383,-72.04969814360656
37,45.400713444224735,-72.02083166947133
38,45.398351958499575,-72.01612682565496
39,45.398157250139995,-72.0072098204375
40,45.400779159742775,-71.99962175304955
41,45.32759240027239,-72.0469870370818
42,45.34003483109988,-72.04048803088268
43,45.33268733912041,-72.02076378957217
44,45.35766327752717,-72.00858198018501
45,45.34855456916096,-71.9950537670386
46,45.35654821161842,-71.9961914529005
47,45.365606353852925,-71.99487557880124
48,45.340331065041816,-71.97922065347043
49,45.36895272199658,-71.98613504309138
50,45.37190309952512,-71.97926793772618
51,45.37486105402959,-71.984775156553
52,45.38459267783249,-71.98538433539802
53,45.33902060667571,-71.97091161644254
54,45.37535021443737,-71.97122513268897
55,45.39095522380257,-71.97491473851849
56,45.406597517488464,-71.9695972101942
57,45.37016668487594,-71.95798280270368
58,45.38889625829966,-71.96444286888207
59,45.39845961769517,-71.95518257057003
60,45.407218429030195,-71.95454521634281
61,45.41321150471017,-71.95507956199015
62,45.38211290494651,-71.9501418937464
63,45.3867597390583,-71.94496118924417
64,45.39896180188539,-71.9437892360339
65,45.40453303724588,-71.94327970593808
66,45.47177605920883,-71.94449989244434
67,45.36346531447062,-71.93216420208631
68,45.38676214439306,-71.93467503808222
69,45.40049880722803,-71.93628742718238
70,45.40970325147248,-71.94059536589978
71,45.4032563715508,-71.93174054920905
72,45.41417223708861,-71.93395429410039
73,45.470192535361086,-71.94218905036128
74,45.37963472134694,-71.93159014502169
75,45.38887863488782,-71.92005499912109
76,45.39957412319787,-71.91800260163741
77,45.40921706354479,-71.92290117776719
78,45.40345700910081,-71.915769478269
79,45.42059455555759,-71.91943140815464
80,45.49720934537928,-71.91902723229173
81,45.3857894209315,-71.91189329034184
82,45.38527190913593,-71.90798821072917
83,45.38830193824101,-71.90276523282074
84,45.40100189240902,-71.90503661893972
85,45.408180710396095,-71.90923179288394
86,45.40532353977467,-71.90354174760735
87,45.4120533764844,-71.90664767401078
88,45.45774029096758,-71.9079885464391
89,45.38276898302665,-71.90171823106436
90,45.383822736967765,-71.89988001669083
91,45.38804131298936,-71.89684940678347
92,45.3850279165178,-71.89177387766622
93,45.392821274195626,-71.90107078717169
94,45.393475301425546,-71.8959045263725
95,45.394186415797,-71.89276802580318
96,45.397752865153606,-71.8912216223464
97,45.403087344677964,-71.90137259921619
98,45.401667634133474,-71.8933832710227
99,45.41099936639553,-71.89265448918457
100,45.44043783981811,-71.90305653997899
101,45.38647996186417,-71.88719916073326
102,45.39450714925972,-71.88875718684139
103,45.39932683619046,-71.8831049418314
104,45.40445420741108,-71.88519575039172
105,45.403660331729775,-71.88132404422474
106,45.40960729044065,-71.87733575569533
107,45.412113598838296,-71.87826172185297
108,45.42795290821628,-71.88127033067335
109,45.3718873240569,-71.86365484082627
110,45.399442083023075,-71.87584012253438
111,45.39678471621072,-71.86696088681092
112,45.410646272054116,-71.87440596364394
113,45.40956023472482,-71.86990398431132
114,45.41880509565068,-71.87376948986793
115,45.41435835621391,-71.8693031854008
116,45.4278212532271,-71.87747214638533
117,45.42430757754169,-71.86911002514827
118,45.36649234779599,-71.85858951556622
119,45.39932003708301,-71.86155355262514
